"Province/State","Country/Region","Lat","Long","2020/03/02 00:00:00+00","2020/03/03 00:00:00+00","2020/03/04 00:00:00+00","2020/03/05 00:00:00+00","2020/03/06 00:00:00+00","2020/03/07 00:00:00+00","2020/03/08 00:00:00+00","2020/03/09 00:00:00+00","2020/03/10 00:00:00+00","2020/03/11 00:00:00+00","2020/03/12 00:00:00+00","2020/03/13 00:00:00+00","2020/03/14 00:00:00+00","2020/03/15 00:00:00+00","2020/03/16 00:00:00+00","2020/03/17 00:00:00+00","2020/03/18 00:00:00+00","2020/03/19 00:00:00+00","2020/03/20 00:00:00+00","2020/03/21 00:00:00+00","2020/03/22 00:00:00+00","2020/03/23 00:00:00+00","2020/03/24 00:00:00+00","2020/03/25 00:00:00+00","2020/03/26 00:00:00+00","2020/03/27 00:00:00+00","2020/03/28 00:00:00+00","2020/03/29 00:00:00+00","2020/03/30 00:00:00+00","2020/03/31 00:00:00+00","2020/04/01 00:00:00+00","2020/04/02 00:00:00+00","2020/04/03 00:00:00+00","2020/04/04 00:00:00+00","2020/04/05 00:00:00+00","2020/04/06 00:00:00+00","2020/04/07 00:00:00+00","2020/04/08 00:00:00+00","2020/04/09 00:00:00+00","2020/04/10 00:00:00+00","2020/04/11 00:00:00+00","2020/04/12 00:00:00+00","2020/04/13 00:00:00+00","2020/04/14 00:00:00+00","2020/04/15 00:00:00+00","2020/04/16 00:00:00+00","2020/04/17 00:00:00+00","2020/04/18 00:00:00+00","2020/04/19 00:00:00+00","2020/04/20 00:00:00+00","2020/04/21 00:00:00+00","2020/04/22 00:00:00+00","2020/04/23 00:00:00+00","2020/04/24 00:00:00+00","2020/04/25 00:00:00+00","2020/04/26 00:00:00+00","2020/04/27 00:00:00+00","2020/04/28 00:00:00+00","2020/04/29 00:00:00+00","2020/04/30 00:00:00+00","2020/05/01 00:00:00+00","2020/05/02 00:00:00+00","2020/05/03 00:00:00+00","2020/05/04 00:00:00+00","2020/05/05 00:00:00+00","2020/05/06 00:00:00+00","2020/05/07 00:00:00+00","2020/05/08 00:00:00+00","2020/05/09 00:00:00+00","2020/05/10 00:00:00+00","2020/05/11 00:00:00+00","2020/05/12 00:00:00+00","2020/05/13 00:00:00+00","2020/05/14 00:00:00+00","2020/05/15 00:00:00+00","2020/05/16 00:00:00+00","2020/05/17 00:00:00+00","2020/05/18 00:00:00+00","2020/05/19 00:00:00+00","2020/05/20 00:00:00+00","2020/05/21 00:00:00+00","2020/05/22 00:00:00+00","2020/05/23 00:00:00+00","2020/05/24 00:00:00+00","2020/05/25 00:00:00+00","2020/05/26 00:00:00+00","2020/05/27 00:00:00+00","2020/05/28 00:00:00+00","2020/05/29 00:00:00+00","2020/05/30 00:00:00+00","2020/05/31 00:00:00+00","2020/06/01 00:00:00+00","2020/06/02 00:00:00+00","2020/06/03 00:00:00+00","2020/06/04 00:00:00+00","2020/06/05 00:00:00+00","2020/06/06 00:00:00+00","2020/06/07 00:00:00+00","2020/06/08 00:00:00+00","2020/06/09 00:00:00+00","2020/06/10 00:00:00+00","2020/06/11 00:00:00+00","2020/06/12 00:00:00+00","2020/06/13 00:00:00+00","2020/06/14 00:00:00+00","2020/06/15 00:00:00+00","2020/06/16 00:00:00+00","2020/06/17 00:00:00+00","2020/06/18 00:00:00+00","2020/06/19 00:00:00+00","2020/06/20 00:00:00+00","2020/06/21 00:00:00+00","2020/06/22 00:00:00+00","2020/06/23 00:00:00+00","2020/06/24 00:00:00+00","2020/06/25 00:00:00+00","2020/06/26 00:00:00+00","2020/06/27 00:00:00+00","2020/06/28 00:00:00+00","2020/06/29 00:00:00+00","2020/06/30 00:00:00+00","2020/07/01 00:00:00+00","2020/07/02 00:00:00+00","2020/07/03 00:00:00+00","2020/07/04 00:00:00+00","2020/07/05 00:00:00+00","2020/07/06 00:00:00+00","2020/07/07 00:00:00+00","2020/07/08 00:00:00+00","2020/07/09 00:00:00+00","2020/07/10 00:00:00+00","2020/07/11 00:00:00+00","2020/07/12 00:00:00+00","2020/07/13 00:00:00+00","2020/07/14 00:00:00+00","2020/07/15 00:00:00+00","2020/07/16 00:00:00+00","2020/07/17 00:00:00+00","2020/07/18 00:00:00+00","2020/07/19 00:00:00+00","2020/07/20 00:00:00+00","2020/07/21 00:00:00+00","2020/07/22 00:00:00+00","2020/07/23 00:00:00+00","2020/07/24 00:00:00+00","2020/07/25 00:00:00+00","2020/07/26 00:00:00+00","2020/07/27 00:00:00+00","2020/07/28 00:00:00+00","2020/07/29 00:00:00+00","2020/07/30 00:00:00+00","2020/07/31 00:00:00+00","2020/08/01 00:00:00+00","2020/08/02 00:00:00+00","2020/08/03 00:00:00+00","2020/08/04 00:00:00+00","2020/08/05 00:00:00+00","2020/08/06 00:00:00+00","2020/08/07 00:00:00+00","2020/08/08 00:00:00+00","2020/08/09 00:00:00+00","2020/08/10 00:00:00+00","2020/08/11 00:00:00+00","2020/08/12 00:00:00+00","2020/08/13 00:00:00+00","2020/08/14 00:00:00+00","2020/08/15 00:00:00+00","2020/08/16 00:00:00+00","2020/08/17 00:00:00+00","2020/08/18 00:00:00+00","2020/08/19 00:00:00+00","2020/08/20 00:00:00+00","2020/08/21 00:00:00+00","2020/08/22 00:00:00+00","2020/08/23 00:00:00+00","2020/08/24 00:00:00+00","2020/08/25 00:00:00+00","2020/08/26 00:00:00+00","2020/08/27 00:00:00+00","2020/08/28 00:00:00+00","2020/08/29 00:00:00+00","2020/08/30 00:00:00+00","2020/08/31 00:00:00+00","2020/09/01 00:00:00+00","2020/09/02 00:00:00+00","2020/09/03 00:00:00+00","2020/09/04 00:00:00+00","2020/09/05 00:00:00+00","2020/09/06 00:00:00+00","2020/09/07 00:00:00+00","2020/09/08 00:00:00+00","2020/09/09 00:00:00+00","2020/09/10 00:00:00+00","2020/09/11 00:00:00+00","2020/09/12 00:00:00+00","2020/09/13 00:00:00+00","2020/09/14 00:00:00+00","2020/09/15 00:00:00+00","2020/09/16 00:00:00+00","2020/09/17 00:00:00+00","2020/09/18 00:00:00+00","2020/09/19 00:00:00+00","2020/09/20 00:00:00+00","2020/09/21 00:00:00+00","2020/09/22 00:00:00+00","2020/09/23 00:00:00+00","2020/09/24 00:00:00+00","2020/09/25 00:00:00+00","2020/09/26 00:00:00+00","2020/09/27 00:00:00+00","2020/09/28 00:00:00+00","2020/09/29 00:00:00+00","2020/09/30 00:00:00+00","2020/10/01 00:00:00+00","2020/10/02 00:00:00+00","2020/10/03 00:00:00+00","2020/10/04 00:00:00+00"
"","Indonesia","3,393,911","67,709,953","2","2","2","2","4","4","6","19","27","34","34","69","96","117","134","172","227","309","369","450","514","579","686","790","893","1046","1155","1285","1414","1528","1677","1790","1986","2092","2273","2491","2738","2956","3293","3512","3842","4241","4557","4839","5136","5516","5923","6248","6575","6760","7135","7418","7775","8211","8607","8882","9096","9511","9771","10118","10551","10843","11192","11587","12071","12438","12776","13112","13645","14032","14265","14749","15438","16006","16496","17025","17514","18010","18496","19189","20162","20796","21745","22271","22750","23165","23851","24538","25216","25773","26473","26940","27549","28233","28818","29521","30514","31186","32033","33076","34316","35295","36406","37420","38277","39294","40400","41431","42762","43803","45029","45891","46845","47896","49009","50187","51427","52812","54010","55092","56385","57770","59394","60695","62142","63749","64958","66226","68079","70736","72347","74018","75699","76981","78572","80094","81668","83130","84882","86521","88214","89869","91751","93657","95418","97286","98778","100303","102051","104432","106336","108376","109936","111455","113134","115056","116871","118753","121226","123503","125396","127083","128776","130718","132816","135123","137468","139549","141370","143043","144945","147211","149408","151498","153535","155412","157859","160165","162884","165887","169195","172053","174796","177571","180646","184268","187537","190665","194109","196989","200035","203342","207203","210940","214746","218382","221523","225030","228993","232628","236519","240687","244676","248852","252923","257388","262022","266845","271339","275213","278722","282724","287008","291182","295499","299506","303498"
